content,score,at,cleaning,case_folding,normalisasi,Performa_Aplikasi,Pemesanan_Tiket,Operasional_Perjalanan,Layanan_Akun,_key,Sentimen
"APLIKASI NYA TOLONG BUG NYA DI BENERIN, PESEN TIKET AJA SUSAHNYA MINTA AMPUN BERJAM JAM SERVERNYA NTAH KENAPA RIBET BGTT POKOK BENERIN ANJIRRRRR NGESELINN",1,2026-03-23 04:35:26,APLIKASI NYA TOLONG BUG NYA DI BENERIN PESEN TIKET AJA SUSAHNYA MINTA AMPUN BERJAM JAM SERVERNYA NTAH KENAPA RIBET BGTT POKOK BENERIN ANJIRRRRR NGESELINN,aplikasi nya tolong bug nya di benerin pesen tiket aja susahnya minta ampun berjam jam servernya ntah kenapa ribet bgtt pokok benerin anjirrrrr ngeselinn,aplikasi nya tolong bug nya di benerin pesen tiket saja susahnya minta ampun berjam jam servernya ntah kenapa ribet bgtt pokok benerin anjirrrrr ngeselinn,1,1,0,0,"APLIKASI NYA TOLONG BUG NYA DI BENERIN, PESEN TIKET AJA SUSAHNYA MINTA AMPUN BERJAM JAM SERVERNYA NTAH KENAPA RIBET BGTT POKOK BENERIN ANJIRRRRR NGESELINN||aplikasi nya tolong bug nya di benerin pesen tiket saja susahnya minta ampun berjam jam servernya ntah kenapa ribet bgtt pokok benerin anjirrrrr ngeselinn",negatif
"mempermudah dalam bepergian, tp saya mnta tolong bugny di fix dong sama mau pesan tiket ditanggal itu tidak ada perjalanan",5,2026-03-23 04:09:32,mempermudah dalam bepergian tp saya mnta tolong bugny di fix dong sama mau pesan tiket ditanggal itu tidak ada perjalanan,mempermudah dalam bepergian tp saya mnta tolong bugny di fix dong sama mau pesan tiket ditanggal itu tidak ada perjalanan,mempermudah dalam bepergian tp saya mnta tolong bugny di fix dong sama mau pesan tiket ditanggal itu tidak ada perjalanan,1,1,1,0,"mempermudah dalam bepergian, tp saya mnta tolong bugny di fix dong sama mau pesan tiket ditanggal itu tidak ada perjalanan||mempermudah dalam bepergian tp saya mnta tolong bugny di fix dong sama mau pesan tiket ditanggal itu tidak ada perjalanan",positif
sangat puas,5,2026-03-23 02:57:06,sangat puas,sangat puas,sangat puas,0,0,0,0,sangat puas||sangat puas,positif
"BIJI PLERR,APK NYA CAMPAH BGTT,NGELEG PDHL JARINGAN KENCENG 5G,TRS KLO MAU BATALIN PEMBAYARAN SUKA SUSAHHH JDNYA HRS NUNGGU AGAK LAMA,PLIS PERBAIKI SEMUA JADI LEBIH OPTIMAL SUPAYA PARA PENGGUNA LEBIH NYAMAN MEMAKAINYA",1,2026-03-23 02:15:57,BIJI PLERR APK NYA CAMPAH BGTT NGELEG PDHL JARINGAN KENCENG G TRS KLO MAU BATALIN PEMBAYARAN SUKA SUSAHHH JDNYA HRS NUNGGU AGAK LAMA PLIS PERBAIKI SEMUA JADI LEBIH OPTIMAL SUPAYA PARA PENGGUNA LEBIH NYAMAN MEMAKAINYA,biji plerr apk nya campah bgtt ngeleg pdhl jaringan kenceng g trs klo mau batalin pembayaran suka susahhh jdnya hrs nunggu agak lama plis perbaiki semua jadi lebih optimal supaya para pengguna lebih nyaman memakainya,biji plerr aplikasi nya campah bgtt ngeleg pdhl jaringan kenceng g trs klo mau batalin pembayaran suka susahhh jdnya hrs nunggu agak lama plis perbaiki semua jadi lebih optimal supaya para pengguna lebih nyaman memakainya,0,1,0,0,"BIJI PLERR,APK NYA CAMPAH BGTT,NGELEG PDHL JARINGAN KENCENG 5G,TRS KLO MAU BATALIN PEMBAYARAN SUKA SUSAHHH JDNYA HRS NUNGGU AGAK LAMA,PLIS PERBAIKI SEMUA JADI LEBIH OPTIMAL SUPAYA PARA PENGGUNA LEBIH NYAMAN MEMAKAINYA||biji plerr aplikasi nya campah bgtt ngeleg pdhl jaringan kenceng g trs klo mau batalin pembayaran suka susahhh jdnya hrs nunggu agak lama plis perbaiki semua jadi lebih optimal supaya para pengguna lebih nyaman memakainya",negatif
"sumpah yaa, pesen tiket disini 3 hari terakhir ini bener"" bikin emosi",3,2026-03-23 01:27:23,sumpah yaa pesen tiket disini hari terakhir ini bener bikin emosi,sumpah yaa pesen tiket disini hari terakhir ini bener bikin emosi,sumpah yaa pesen tiket disini hari terakhir ini bener bikin emosi,0,1,0,0,"sumpah yaa, pesen tiket disini 3 hari terakhir ini bener"" bikin emosi||sumpah yaa pesen tiket disini hari terakhir ini bener bikin emosi",negatif
aplikasi aneh sering bug padahal belum pesan tapi ketulis hanya 1 untuk rute tersebut tolong diperbaiki lagi,1,2026-03-23 01:05:08,aplikasi aneh sering bug padahal belum pesan tapi ketulis hanya untuk rute tersebut tolong diperbaiki lagi,aplikasi aneh sering bug padahal belum pesan tapi ketulis hanya untuk rute tersebut tolong diperbaiki lagi,aplikasi aneh sering bug padahal belum pesan tapi ketulis hanya untuk rute tersebut tolong diperbaiki lagi,1,1,0,0,aplikasi aneh sering bug padahal belum pesan tapi ketulis hanya 1 untuk rute tersebut tolong diperbaiki lagi||aplikasi aneh sering bug padahal belum pesan tapi ketulis hanya untuk rute tersebut tolong diperbaiki lagi,negatif
"aplikasinya cacat,banyak gangguan situsnya",1,2026-03-23 00:53:24,aplikasinya cacat banyak gangguan situsnya,aplikasinya cacat banyak gangguan situsnya,aplikasinya cacat banyak gangguan situsnya,0,0,0,0,"aplikasinya cacat,banyak gangguan situsnya||aplikasinya cacat banyak gangguan situsnya",negatif
baik,5,2026-03-23 00:51:24,baik,baik,baik,0,0,0,0,baik||baik,netral
PESAN TICKET SUKA BUG,1,2026-03-23 00:45:10,PESAN TICKET SUKA BUG,pesan ticket suka bug,pesan ticket suka bug,1,1,0,0,PESAN TICKET SUKA BUG||pesan ticket suka bug,negatif
error mulu apl ta1,1,2026-03-23 00:23:59,error mulu apl ta,error mulu apl ta,error mulu apl ta,1,0,0,0,error mulu apl ta1||error mulu apl ta,negatif
oy sering eror,1,2026-03-23 00:00:49,oy sering eror,oy sering eror,oy sering eror,1,0,0,0,oy sering eror||oy sering eror,negatif
ok buangeet,5,2026-03-22 23:44:04,ok buangeet,ok buangeet,ok buangeet,0,0,0,0,ok buangeet||ok buangeet,netral
makin kesini nadi makin lemot aplikasinya,3,2026-03-22 22:45:54,makin kesini nadi makin lemot aplikasinya,makin kesini nadi makin lemot aplikasinya,makin kesini nadi makin lemot aplikasinya,1,0,0,0,makin kesini nadi makin lemot aplikasinya||makin kesini nadi makin lemot aplikasinya,negatif
mantap,5,2026-03-22 22:42:15,mantap,mantap,mantap,0,0,0,0,mantap||mantap,positif
aplikasi bosok eror... saat dibutuhin gk bs diakses. payah sekali,1,2026-03-22 22:30:31,aplikasi bosok eror saat dibutuhin gk bs diakses payah sekali,aplikasi bosok eror saat dibutuhin gk bs diakses payah sekali,aplikasi bosok eror saat dibutuhin tidak bs diakses payah sekali,1,0,0,1,aplikasi bosok eror... saat dibutuhin gk bs diakses. payah sekali||aplikasi bosok eror saat dibutuhin tidak bs diakses payah sekali,negatif
stasiun paling ribet KERENCENG. TOLOL,1,2026-03-22 22:24:50,stasiun paling ribet KERENCENG TOLOL,stasiun paling ribet kerenceng tolol,stasiun paling ribet kerenceng tolol,0,0,1,0,stasiun paling ribet KERENCENG. TOLOL||stasiun paling ribet kerenceng tolol,negatif
"ga jelas,,, sinyal aman, ga bisa pesan tiket, liat jadwal tiket ja ga bisa juga,،،، ga jelasss,,,, kaaaiiii,,,",1,2026-03-22 22:21:28,ga jelas sinyal aman ga bisa pesan tiket liat jadwal tiket ja ga bisa juga ga jelasss kaaaiiii,ga jelas sinyal aman ga bisa pesan tiket liat jadwal tiket ja ga bisa juga ga jelasss kaaaiiii,tidak jelas sinyal aman tidak bisa pesan tiket liat jadwal tiket ja tidak bisa juga tidak jelasss kaaaiiii,1,1,1,0,"ga jelas,,, sinyal aman, ga bisa pesan tiket, liat jadwal tiket ja ga bisa juga,،،، ga jelasss,,,, kaaaiiii,,,||tidak jelas sinyal aman tidak bisa pesan tiket liat jadwal tiket ja tidak bisa juga tidak jelasss kaaaiiii",negatif
"loadingnya terlalu lama, trus pas cari tiket katanya tiket habis, dicoba lagi tiba² tiket tersedia, trus pas ambil tiket pulang gitu lagi, ribet banget pesan tiket doang dr semalaman ga bisa²",2,2026-03-22 22:21:00,loadingnya terlalu lama trus pas cari tiket katanya tiket habis dicoba lagi tiba² tiket tersedia trus pas ambil tiket pulang gitu lagi ribet banget pesan tiket doang dr semalaman ga bisa²,loadingnya terlalu lama trus pas cari tiket katanya tiket habis dicoba lagi tiba² tiket tersedia trus pas ambil tiket pulang gitu lagi ribet banget pesan tiket doang dr semalaman ga bisa²,loadingnya terlalu lama trus pas cari tiket katanya tiket habis dicoba lagi tiba² tiket tersedia trus pas ambil tiket pulang gitu lagi ribet banget pesan tiket doang dari semalaman tidak bisa²,1,1,0,0,"loadingnya terlalu lama, trus pas cari tiket katanya tiket habis, dicoba lagi tiba² tiket tersedia, trus pas ambil tiket pulang gitu lagi, ribet banget pesan tiket doang dr semalaman ga bisa²||loadingnya terlalu lama trus pas cari tiket katanya tiket habis dicoba lagi tiba² tiket tersedia trus pas ambil tiket pulang gitu lagi ribet banget pesan tiket doang dari semalaman tidak bisa²",negatif
"UI nya bagus, tpi UX nya jelek. UI nya bagus tapi mungkin bikin berat UX nya jadi banyak banget loading lama ga jelas. Tolong sistemnya diperbaiki, masih cepet penggunaan Access KAI yg versi sebelumnya",3,2026-03-22 22:08:55,UI nya bagus tpi UX nya jelek UI nya bagus tapi mungkin bikin berat UX nya jadi banyak banget loading lama ga jelas Tolong sistemnya diperbaiki masih cepet penggunaan Access KAI yg versi sebelumnya,ui nya bagus tpi ux nya jelek ui nya bagus tapi mungkin bikin berat ux nya jadi banyak banget loading lama ga jelas tolong sistemnya diperbaiki masih cepet penggunaan access kai yg versi sebelumnya,ui nya bagus tpi ux nya jelek ui nya bagus tapi mungkin bikin berat ux nya jadi banyak banget loading lama tidak jelas tolong sistemnya diperbaiki masih cepet penggunaan access kai yang versi sebelumnya,1,0,0,0,"UI nya bagus, tpi UX nya jelek. UI nya bagus tapi mungkin bikin berat UX nya jadi banyak banget loading lama ga jelas. Tolong sistemnya diperbaiki, masih cepet penggunaan Access KAI yg versi sebelumnya||ui nya bagus tpi ux nya jelek ui nya bagus tapi mungkin bikin berat ux nya jadi banyak banget loading lama tidak jelas tolong sistemnya diperbaiki masih cepet penggunaan access kai yang versi sebelumnya",negatif
APLIKASI KALAU PAS HIGH SEASON KOK SELALU SERVER DOWN PERBAIKI LAH,1,2026-03-22 22:07:18,APLIKASI KALAU PAS HIGH SEASON KOK SELALU SERVER DOWN PERBAIKI LAH,aplikasi kalau pas high season kok selalu server down perbaiki lah,aplikasi kalau pas high season kok selalu server down perbaiki lah,0,0,0,0,APLIKASI KALAU PAS HIGH SEASON KOK SELALU SERVER DOWN PERBAIKI LAH||aplikasi kalau pas high season kok selalu server down perbaiki lah,negatif
"Aplikasi ini bagus banget, tapi kenapa suka ngelegg sampe balik lagi"", dan bahkan gabisa pesan sekaligus lebih dari satu orang 🥺. mohon betulkan min🙏🏻",4,2026-03-22 21:54:00,Aplikasi ini bagus banget tapi kenapa suka ngelegg sampe balik lagi dan bahkan gabisa pesan sekaligus lebih dari satu orang mohon betulkan min,aplikasi ini bagus banget tapi kenapa suka ngelegg sampe balik lagi dan bahkan gabisa pesan sekaligus lebih dari satu orang mohon betulkan min,aplikasi ini bagus banget tapi kenapa suka ngelegg sampe balik lagi dan bahkan gabisa pesan sekaligus lebih dari satu orang mohon betulkan min,1,1,0,0,"Aplikasi ini bagus banget, tapi kenapa suka ngelegg sampe balik lagi"", dan bahkan gabisa pesan sekaligus lebih dari satu orang 🥺. mohon betulkan min🙏🏻||aplikasi ini bagus banget tapi kenapa suka ngelegg sampe balik lagi dan bahkan gabisa pesan sekaligus lebih dari satu orang mohon betulkan min",negatif
aplikasi tolol,1,2026-03-22 21:52:09,aplikasi tolol,aplikasi tolol,aplikasi tolol,0,0,0,0,aplikasi tolol||aplikasi tolol,negatif
"ketika lebaran begini aplikasi down jadwal kereta tidak muncul. transaksi qris sukses tapi gagal di merchant Access by KAI tiket terbooking jadi hangus. harusnya tim IT jangan libur to, soalnya terlalu lambat penanganannya.",1,2026-03-22 21:22:27,ketika lebaran begini aplikasi down jadwal kereta tidak muncul transaksi qris sukses tapi gagal di merchant Access by KAI tiket terbooking jadi hangus harusnya tim IT jangan libur to soalnya terlalu lambat penanganannya,ketika lebaran begini aplikasi down jadwal kereta tidak muncul transaksi qris sukses tapi gagal di merchant access by kai tiket terbooking jadi hangus harusnya tim it jangan libur to soalnya terlalu lambat penanganannya,ketika lebaran begini aplikasi down jadwal kereta tidak muncul transaksi qris sukses tapi gagal di merchant access by kai tiket terbooking jadi hangus harusnya tim it jangan libur to soalnya terlalu lambat penanganannya,1,1,1,0,"ketika lebaran begini aplikasi down jadwal kereta tidak muncul. transaksi qris sukses tapi gagal di merchant Access by KAI tiket terbooking jadi hangus. harusnya tim IT jangan libur to, soalnya terlalu lambat penanganannya.||ketika lebaran begini aplikasi down jadwal kereta tidak muncul transaksi qris sukses tapi gagal di merchant access by kai tiket terbooking jadi hangus harusnya tim it jangan libur to soalnya terlalu lambat penanganannya",negatif
cari jadwal kereta sekarang kok susah banget ya,1,2026-03-22 21:10:14,cari jadwal kereta sekarang kok susah banget ya,cari jadwal kereta sekarang kok susah banget ya,cari jadwal kereta sekarang kok susah banget ya,0,0,1,0,cari jadwal kereta sekarang kok susah banget ya||cari jadwal kereta sekarang kok susah banget ya,negatif
"gak jelas nih apk, selalu gak ada jadwal tersedia",1,2026-03-22 20:52:38,gak jelas nih apk selalu gak ada jadwal tersedia,gak jelas nih apk selalu gak ada jadwal tersedia,tidak jelas nih aplikasi selalu tidak ada jadwal tersedia,0,0,1,0,"gak jelas nih apk, selalu gak ada jadwal tersedia||tidak jelas nih aplikasi selalu tidak ada jadwal tersedia",negatif
"log out sendiri, pesan tiket tidak bisa hadeh",1,2026-03-22 20:52:23,log out sendiri pesan tiket tidak bisa hadeh,log out sendiri pesan tiket tidak bisa hadeh,log out sendiri pesan tiket tidak bisa hadeh,1,1,0,0,"log out sendiri, pesan tiket tidak bisa hadeh||log out sendiri pesan tiket tidak bisa hadeh",negatif
tidak bisa di buka,1,2026-03-22 20:50:34,tidak bisa di buka,tidak bisa di buka,tidak bisa di buka,1,0,0,0,tidak bisa di buka||tidak bisa di buka,negatif
aplikasi sering error,1,2026-03-22 20:23:15,aplikasi sering error,aplikasi sering error,aplikasi sering error,1,0,0,0,aplikasi sering error||aplikasi sering error,negatif
"KAI sekarang jelek banget pas mau pesan tiket loading nya lama banget udaa lama ntar malah katanya tidak ada tiket yg tersedia utk keberangkatan ini, padahal mau nambah penumpang lagi di awal pesan bisa mau pesan 1 lagi malah gini terus padahal dulu ngga gini saya sudah sering naik kereta api ngga pernah gini, sekarang ntah kenapa malah gini mohon di perbaiki min",1,2026-03-22 20:22:33,KAI sekarang jelek banget pas mau pesan tiket loading nya lama banget udaa lama ntar malah katanya tidak ada tiket yg tersedia utk keberangkatan ini padahal mau nambah penumpang lagi di awal pesan bisa mau pesan lagi malah gini terus padahal dulu ngga gini saya sudah sering naik kereta api ngga pernah gini sekarang ntah kenapa malah gini mohon di perbaiki min,kai sekarang jelek banget pas mau pesan tiket loading nya lama banget udaa lama ntar malah katanya tidak ada tiket yg tersedia utk keberangkatan ini padahal mau nambah penumpang lagi di awal pesan bisa mau pesan lagi malah gini terus padahal dulu ngga gini saya sudah sering naik kereta api ngga pernah gini sekarang ntah kenapa malah gini mohon di perbaiki min,kai sekarang jelek banget pas mau pesan tiket loading nya lama banget udaa lama ntar malah katanya tidak ada tiket yang tersedia utk keberangkatan ini padahal mau nambah penumpang lagi di awal pesan bisa mau pesan lagi malah gini terus padahal dulu ngga gini saya sudah sering naik kereta api ngga pernah gini sekarang ntah kenapa malah gini mohon di perbaiki min,1,1,1,0,"KAI sekarang jelek banget pas mau pesan tiket loading nya lama banget udaa lama ntar malah katanya tidak ada tiket yg tersedia utk keberangkatan ini, padahal mau nambah penumpang lagi di awal pesan bisa mau pesan 1 lagi malah gini terus padahal dulu ngga gini saya sudah sering naik kereta api ngga pernah gini, sekarang ntah kenapa malah gini mohon di perbaiki min||kai sekarang jelek banget pas mau pesan tiket loading nya lama banget udaa lama ntar malah katanya tidak ada tiket yang tersedia utk keberangkatan ini padahal mau nambah penumpang lagi di awal pesan bisa mau pesan lagi malah gini terus padahal dulu ngga gini saya sudah sering naik kereta api ngga pernah gini sekarang ntah kenapa malah gini mohon di perbaiki min",negatif
bagus,4,2026-03-22 20:21:15,bagus,bagus,bagus,0,0,0,0,bagus||bagus,positif
pembatal mudah cepat dan aman terimakasih KAI,5,2026-03-22 19:55:48,pembatal mudah cepat dan aman terimakasih KAI,pembatal mudah cepat dan aman terimakasih kai,pembatal mudah cepat dan aman terimakasih kai,0,0,0,0,pembatal mudah cepat dan aman terimakasih KAI||pembatal mudah cepat dan aman terimakasih kai,positif
mhn di perbarui dn di mudahkan mosok hanya membuka Aplikasi melihat jadwal KA aja harus ngantri dn menunggu lama setelah giliran bs di buka tdk ada jadwal KA yg di tampilakn s2harusnya ttp di tampilkan walau tdk ada jatah kursi yg tersedia terutama pada hari² besar seperti saat lebaran Natal dn Tahun baru,3,2026-03-22 19:55:48,mhn di perbarui dn di mudahkan mosok hanya membuka Aplikasi melihat jadwal KA aja harus ngantri dn menunggu lama setelah giliran bs di buka tdk ada jadwal KA yg di tampilakn s harusnya ttp di tampilkan walau tdk ada jatah kursi yg tersedia terutama pada hari² besar seperti saat lebaran Natal dn Tahun baru,mhn di perbarui dn di mudahkan mosok hanya membuka aplikasi melihat jadwal ka aja harus ngantri dn menunggu lama setelah giliran bs di buka tdk ada jadwal ka yg di tampilakn s harusnya ttp di tampilkan walau tdk ada jatah kursi yg tersedia terutama pada hari² besar seperti saat lebaran natal dn tahun baru,mhn di perbarui dn di mudahkan mosok hanya membuka aplikasi melihat jadwal ka saja harus ngantri dn menunggu lama setelah giliran bs di buka tidak ada jadwal ka yang di tampilakn s harusnya ttp di tampilkan walau tidak ada jatah kursi yang tersedia terutama pada hari² besar seperti saat lebaran natal dn tahun baru,0,1,1,0,mhn di perbarui dn di mudahkan mosok hanya membuka Aplikasi melihat jadwal KA aja harus ngantri dn menunggu lama setelah giliran bs di buka tdk ada jadwal KA yg di tampilakn s2harusnya ttp di tampilkan walau tdk ada jatah kursi yg tersedia terutama pada hari² besar seperti saat lebaran Natal dn Tahun baru||mhn di perbarui dn di mudahkan mosok hanya membuka aplikasi melihat jadwal ka saja harus ngantri dn menunggu lama setelah giliran bs di buka tidak ada jadwal ka yang di tampilakn s harusnya ttp di tampilkan walau tidak ada jatah kursi yang tersedia terutama pada hari² besar seperti saat lebaran natal dn tahun baru,negatif
